SeniorCitizen,PartnerFlag,DependentsFlag,tenure,PhoneServiceFlag,PaperLessBillingFlag,MonthlyCharges,TotalCharges,ChurnFlag,Contract_One year,Contract_Two year,InternetService_Fiber optic,InternetService_No,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,MultipleLines_Flag,OnlineSecurity_Flag,OnlineBackup_Flag,DeviceProtection_Flag,TechSupport_Flag,StreamingTV_Flag,StreamingMovies_Flag,TotalServices,HighMonthlyChargesFlag,LongTenureFlag,AvgChargesPerMonth,tenure group_13–24,tenure group_25–48,tenure group_49–60,tenure group_61–72
0,0,0,2,1,1,80.65,144.15,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,1,0,72.075,FALSE,FALSE,FALSE,FALSE
0,0,0,52,1,1,79.75,4217.8,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,6,0,1,81.11153846,FALSE,FALSE,TRUE,FALSE
0,1,1,69,1,1,64.15,4254.1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,5,0,1,61.65362319,FALSE,FALSE,FALSE,TRUE
1,0,0,43,1,1,90.25,3838.75,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,4,1,1,89.27325581,FALSE,TRUE,FALSE,FALSE
0,0,0,15,1,1,99.1,1426.4,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,5,1,0,95.09333333,TRUE,FALSE,FALSE,FALSE
1,1,0,25,1,1,69.5,1752.65,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,5,0,1,70.106,FALSE,TRUE,FALSE,FALSE
1,1,0,8,1,1,80.65,633.3,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,3,1,0,79.1625,FALSE,FALSE,FALSE,FALSE
1,1,1,60,1,1,74.85,4456.35,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,6,0,1,74.2725,FALSE,FALSE,TRUE,FALSE
1,0,0,18,1,1,95.45,1752.55,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,4,1,0,97.36388889,TRUE,FALSE,FALSE,FALSE
0,1,1,63,1,1,99.65,6311.2,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,5,1,1,100.1777778,FALSE,FALSE,FALSE,TRUE
1,1,1,66,1,1,108.45,7076.35,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,7,1,1,107.2174242,FALSE,FALSE,FALSE,TRUE
0,1,1,34,1,0,24.95,894.3,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,2,0,1,26.30294118,FALSE,TRUE,FALSE,FALSE
0,0,0,72,1,1,107.5,7853.7,0,0,1,1,0,1,0,0,1,0,0,1,1,1,1,6,1,1,109.0791667,FALSE,FALSE,FALSE,TRUE
0,1,0,47,1,1,100.5,4707.1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,5,1,1,100.1510638,FALSE,TRUE,FALSE,FALSE
0,0,0,60,1,1,89.9,5450.7,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,4,1,1,90.845,FALSE,FALSE,TRUE,FALSE
0,1,0,72,0,0,42.1,2962,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,3,0,1,41.13888889,FALSE,FALSE,FALSE,TRUE
0,1,1,18,1,1,54.4,957.1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,3,0,0,53.17222222,TRUE,FALSE,FALSE,FALSE
0,0,0,9,1,0,94.4,857.25,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,4,1,0,95.25,FALSE,FALSE,FALSE,FALSE
0,0,0,3,1,1,75.3,244.1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,5,0,0,81.36666667,FALSE,FALSE,FALSE,FALSE
0,1,0,47,1,1,78.9,3650.35,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,3,0,1,77.66702128,FALSE,TRUE,FALSE,FALSE
0,0,0,31,1,0,79.2,2497.2,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,6,0,1,80.55483871,FALSE,TRUE,FALSE,FALSE
0,1,1,50,1,0,20.15,930.9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,18.618,FALSE,FALSE,TRUE,FALSE
0,0,0,10,1,1,79.85,887.35,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,3,0,0,88.735,FALSE,FALSE,FALSE,FALSE
0,0,0,1,1,0,49.05,49.05,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,49.05,FALSE,FALSE,FALSE,FALSE
0,1,1,52,1,1,20.4,1090.65,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,20.97403846,FALSE,FALSE,TRUE,FALSE
1,1,1,64,1,1,111.6,7099,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,7,1,1,110.921875,FALSE,FALSE,FALSE,TRUE
0,1,1,62,1,1,24.25,1424.6,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2,0,1,22.97741935,FALSE,FALSE,FALSE,TRUE
0,0,1,3,1,1,64.5,177.4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,4,0,0,59.13333333,FALSE,FALSE,FALSE,FALSE
1,0,0,56,1,0,110.5,6139.5,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,7,1,1,109.6339286,FALSE,FALSE,TRUE,FALSE
0,0,0,46,1,0,55.65,2688.85,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,1,58.45326087,FALSE,TRUE,FALSE,FALSE
0,1,1,8,1,0,54.65,482.25,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,3,0,0,60.28125,FALSE,FALSE,FALSE,FALSE
1,0,0,30,1,1,74.75,2111.3,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,5,0,1,70.37666667,FALSE,TRUE,FALSE,FALSE
0,1,1,45,1,1,25.9,1216.6,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,2,0,1,27.03555556,FALSE,TRUE,FALSE,FALSE
0,0,1,1,1,1,79.35,79.35,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,0,0,79.35,FALSE,FALSE,FALSE,FALSE
0,1,1,11,0,0,50.55,565.35,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,3,0,0,51.39545455,FALSE,FALSE,FALSE,FALSE
0,1,0,7,1,1,75.15,496.9,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,70.98571429,FALSE,FALSE,FALSE,FALSE
0,0,0,42,1,1,103.8,4327.5,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,6,1,1,103.0357143,FALSE,TRUE,FALSE,FALSE
0,1,0,49,1,1,20.15,973.35,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,19.86428571,FALSE,FALSE,TRUE,FALSE
0,0,0,9,1,1,99.3,918.75,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,5,1,0,102.0833333,FALSE,FALSE,FALSE,FALSE
0,1,0,35,1,1,62.15,2215.45,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,1,63.29857143,FALSE,TRUE,FALSE,FALSE
0,1,1,48,1,0,20.65,1057,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,22.02083333,FALSE,TRUE,FALSE,FALSE
0,1,1,46,1,1,19.95,927.1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,20.15434783,FALSE,TRUE,FALSE,FALSE
0,1,0,29,0,0,33.75,1009.25,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,34.80172414,FALSE,TRUE,FALSE,FALSE
0,1,1,30,1,0,82.05,2570.2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,3,1,1,85.67333333,FALSE,TRUE,FALSE,FALSE
1,0,0,1,1,0,74.7,74.7,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,74.7,FALSE,FALSE,FALSE,FALSE
0,1,1,66,1,1,84,5714.25,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,7,1,1,86.57954545,FALSE,FALSE,FALSE,TRUE
0,0,0,65,1,1,111.05,7107,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,7,1,1,109.3384615,FALSE,FALSE,FALSE,TRUE
0,0,0,72,1,1,100.9,7459.05,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,6,1,1,103.5979167,FALSE,FALSE,FALSE,TRUE
0,0,0,12,1,1,78.95,927.35,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,3,0,0,77.27916667,FALSE,FALSE,FALSE,FALSE
0,1,1,71,1,1,66.85,4748.7,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,5,0,1,66.88309859,FALSE,FALSE,FALSE,TRUE
0,0,0,5,1,0,21.05,113.85,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,22.77,FALSE,FALSE,FALSE,FALSE
0,0,0,52,1,0,21,1107.2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,21.29230769,FALSE,FALSE,TRUE,FALSE
1,1,0,25,1,1,98.5,2514.5,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,5,1,1,100.58,FALSE,TRUE,FALSE,FALSE
0,0,0,1,1,0,20.2,20.2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,20.2,FALSE,FALSE,FALSE,FALSE
0,1,1,1,1,0,19.45,19.45,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,19.45,FALSE,FALSE,FALSE,FALSE
0,0,0,38,1,0,95,3605.6,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,5,1,1,94.88421053,FALSE,TRUE,FALSE,FALSE
1,1,0,66,0,0,45.55,3027.25,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,3,0,1,45.86742424,FALSE,FALSE,FALSE,TRUE
0,1,0,68,1,1,110,7611.85,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,7,1,1,111.9389706,FALSE,FALSE,FALSE,TRUE
0,0,0,5,0,0,24.3,100.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20.04,FALSE,FALSE,FALSE,FALSE
0,1,1,72,1,1,104.15,7303.05,0,1,0,1,0,0,1,0,1,1,1,0,0,1,1,6,1,1,101.43125,FALSE,FALSE,FALSE,TRUE
0,0,0,32,0,0,30.15,927.65,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,28.9890625,FALSE,TRUE,FALSE,FALSE
0,0,0,43,1,0,94.35,3921.3,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,4,1,1,91.19302326,FALSE,TRUE,FALSE,FALSE
0,1,1,72,1,0,19.4,1363.25,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,18.93402778,FALSE,FALSE,FALSE,TRUE
0,1,0,55,1,1,96.75,5238.9,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,5,1,1,95.25272727,FALSE,FALSE,TRUE,FALSE
0,0,0,52,1,0,57.95,3042.25,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,4,0,1,58.50480769,FALSE,FALSE,TRUE,FALSE
0,0,0,43,1,1,91.65,3954.1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,4,1,1,91.95581395,FALSE,TRUE,FALSE,FALSE
1,1,0,37,1,1,76.5,2868.15,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,1,77.51756757,FALSE,TRUE,FALSE,FALSE
0,1,1,64,0,1,54.6,3423.5,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,4,0,1,53.4921875,FALSE,FALSE,FALSE,TRUE
0,1,1,3,1,0,89.85,248.4,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,4,1,0,82.8,FALSE,FALSE,FALSE,FALSE
0,0,0,36,0,0,31.05,1126.35,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,31.2875,FALSE,TRUE,FALSE,FALSE
0,1,1,10,1,1,100.25,1064.65,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,5,1,0,106.465,FALSE,FALSE,FALSE,FALSE
0,0,0,41,1,0,20.65,835.15,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,20.3695122,FALSE,TRUE,FALSE,FALSE
0,1,1,27,1,1,85.2,2151.6,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,4,1,1,79.68888889,FALSE,TRUE,FALSE,FALSE
0,1,1,56,1,1,99.8,5515.45,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,5,1,1,98.49017857,FALSE,FALSE,TRUE,FALSE
0,0,0,6,1,0,20.7,112.75,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,18.79166667,FALSE,FALSE,FALSE,FALSE
0,0,0,3,1,1,74.4,229.55,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,0,76.51666667,FALSE,FALSE,FALSE,FALSE
0,1,1,7,1,0,50.7,350.35,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,50.05,FALSE,FALSE,FALSE,FALSE
0,1,1,4,1,0,20.85,62.9,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,15.725,FALSE,FALSE,FALSE,FALSE
0,0,0,33,1,1,88.95,3027.65,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,4,1,1,91.7469697,FALSE,TRUE,FALSE,FALSE
1,0,0,27,1,1,78.05,2135.5,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,3,0,1,79.09259259,FALSE,TRUE,FALSE,FALSE
0,1,0,72,1,1,23.55,1723.95,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2,0,1,23.94375,FALSE,FALSE,FALSE,TRUE
0,0,0,1,1,0,19.75,19.75,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,19.75,FALSE,FALSE,FALSE,FALSE
1,0,0,71,0,1,56.45,3985.35,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,4,0,1,56.13169014,FALSE,FALSE,FALSE,TRUE
0,0,0,13,1,1,85.95,1215.65,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,3,1,0,93.51153846,TRUE,FALSE,FALSE,FALSE
0,1,1,25,0,1,58.6,1502.65,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,5,0,1,60.106,FALSE,TRUE,FALSE,FALSE
0,0,0,67,1,0,50.55,3260.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,48.65820896,FALSE,FALSE,FALSE,TRUE
0,0,0,1,0,1,35.45,35.45,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,35.45,FALSE,FALSE,FALSE,FALSE
0,0,0,2,1,0,44.35,81.25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,40.625,FALSE,FALSE,FALSE,FALSE
0,0,0,43,1,1,25.7,1188.2,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,2,0,1,27.63255814,FALSE,TRUE,FALSE,FALSE
0,0,0,23,1,1,75,1778.5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,77.32608696,TRUE,FALSE,FALSE,FALSE
0,1,1,64,1,0,20.2,1277.75,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,19.96484375,FALSE,FALSE,FALSE,TRUE
0,0,1,57,1,1,19.6,1170.55,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,20.53596491,FALSE,FALSE,TRUE,FALSE
1,1,0,1,1,1,70.45,70.45,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,70.45,FALSE,FALSE,FALSE,FALSE
1,1,1,72,1,1,88.05,6425.65,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,8,1,1,89.24513889,FALSE,FALSE,FALSE,TRUE
0,0,0,8,1,0,71.15,563.65,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,5,0,0,70.45625,FALSE,FALSE,FALSE,FALSE
0,1,0,61,1,1,101.05,5971.25,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,5,1,1,97.88934426,FALSE,FALSE,FALSE,TRUE
0,0,0,64,1,1,84.3,5289.05,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,4,1,1,82.64140625,FALSE,FALSE,FALSE,TRUE
1,1,0,71,1,0,23.95,1756.2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2,0,1,24.73521127,FALSE,FALSE,FALSE,TRUE
0,1,1,65,1,1,99.05,6416.7,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,6,1,1,98.71846154,FALSE,FALSE,FALSE,TRUE
0,0,0,3,1,0,19.6,61.35,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,20.45,FALSE,FALSE,FALSE,FALSE
0,0,0,1,1,1,45.65,45.65,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,45.65,FALSE,FALSE,FALSE,FALSE
0,0,1,30,1,0,64.5,1929.95,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,4,0,1,64.33166667,FALSE,TRUE,FALSE,FALSE
0,1,1,15,1,1,69.5,1071.4,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,5,0,0,71.42666667,TRUE,FALSE,FALSE,FALSE
0,1,1,8,1,1,68.55,564.35,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,4,0,0,70.54375,FALSE,FALSE,FALSE,FALSE
0,0,0,7,1,0,95,655.5,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,4,1,0,93.64285714,FALSE,FALSE,FALSE,FALSE
0,1,1,70,1,1,108.15,7930.55,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,7,1,1,113.2935714,FALSE,FALSE,FALSE,TRUE
0,1,1,62,1,0,86.1,5215.25,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,7,1,1,84.11693548,FALSE,FALSE,FALSE,TRUE
0,1,1,6,1,0,19.7,113.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,18.91666667,FALSE,FALSE,FALSE,FALSE
0,1,1,14,1,1,80.9,1152.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,82.34285714,TRUE,FALSE,FALSE,FALSE
0,0,0,22,1,1,84.15,1821.95,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,3,1,0,82.81590909,TRUE,FALSE,FALSE,FALSE
0,1,1,22,1,0,20.15,419.9,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,19.08636364,TRUE,FALSE,FALSE,FALSE
0,1,1,16,1,0,64.25,1024,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,4,0,0,64,TRUE,FALSE,FALSE,FALSE
0,0,0,10,1,0,25.7,251.6,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,25.16,FALSE,FALSE,FALSE,FALSE
0,0,1,13,1,1,56,764.55,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,3,0,0,58.81153846,TRUE,FALSE,FALSE,FALSE
0,1,0,20,1,0,82.4,1592.35,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,3,1,0,79.6175,TRUE,FALSE,FALSE,FALSE
0,0,0,2,1,1,69.7,135.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,67.6,FALSE,FALSE,FALSE,FALSE
